id,hopital,pays,region,type_dechet,poids_kg,cout_traitement,niveau_risque,mode_elimination,date_collecte,distance_traitement_km,conformite,type_conteneur,incident,entreprise_transport,service_origine
500,Hôpital Heal Africa,RDC,Sud-Kivu,Chimiques,353.09,32011.41,Moyen,Désinfection chimique,2024-01-19,184.29,Oui,Sac jaune,Non,SafeWaste,Maintenance
77,Fondation Jeanne Ebori,Gabon,Haut-Ogooué,Pharmaceutiques,294.3,42497.09,Moyen,Incinération,2024-03-11,223.48,Partielle,Sac rouge,Non,Hopital Service,Pharmacie
628,Hôpital Régional de Garoua,Cameroun,Ouest,Infectieux,10.54,2274.51,Élevé,Incinération,2024-06-10,148.35,Oui,Sac rouge,Non,BioLogistics,Maladies Infectieuses
361,Hôpital Heal Africa,RDC,Lualaba,Chimiques,58.35,6090.72,Moyen,Désinfection chimique,2024-07-29,124.03,En attente,Conteneur rigide,Non,EcoTrans,Laboratoire
150,Hôpital Albert Schweitzer,Gabon,Haut-Ogooué,Piqûres/Coupures,113.43,23585.31,Élevé,Incinération,2023-07-19,147.8,,Conteneur rigide,Non,SafeWaste,Urgences
576,CHUD Borgou,Bénin,Littoral,Infectieux,310.71,72655.73,Élevé,Incinération,2024-06-02,229.36,Oui,Conteneur rigide,Non,SafeWaste,Maladies Infectieuses
556,Hôpital Mère-Enfant de Bingerville,Côte d'Ivoire,Gbêkê,Radioactifs,220.78,46361.54,Élevé,Incinération,2024-05-01,46.67,Oui,Conteneur rigide,Non,CleanMed,Radiologie
275,CHR de Franceville,Gabon,Woleu-Ntem,Pharmaceutiques,420.88,68351.56,Moyen,Incinération,2024-05-18,174.89,Oui,Carton DASRI,Non,BioLogistics,Pharmacie
281,Hôpital Régional de Thiès,Sénégal,Fatick,Piqûres/Coupures,163.23,35039.23,Élevé,Incinération,2024-05-24,125.02,Oui,Conteneur rigide,Oui,EcoTrans,Urgences
84,Clinique Chambrier,Gabon,Woleu-Ntem,Infectieux,137.26,14963.49,Élevé,Autoclave,2023-05-17,179.47,Partielle,Sac rouge,Non,EcoTrans,Urgences
383,CHU de Cocody,Côte d'Ivoire,Haut-Sassandra,Organiques,192.87,3503.75,Faible,Enfouissement,2023-05-31,6.08,Partielle,Sac rouge,Non,CleanMed,Restauration
700,Centre Médical de Kinshasa,RDC,Kongo Central,Radioactifs,121.72,26496.66,Élevé,Incinération,2024-10-20,82.03,Partielle,Conteneur rigide,Oui,,Radiologie
139,Hôpital du Cinquantenaire,RDC,Kongo Central,Piqûres/Coupures,490.67,105638.69,Élevé,Incinération,2023-08-01,239.76,Oui,Sac rouge,Non,SafeWaste,Soins Intensifs
222,Hôpital Régional d'Ebolowa,Cameroun,Nord-Ouest,Infectieux,71.22,15627.17,Élevé,Incinération,2024-06-07,23.52,Oui,Sac rouge,Non,CleanMed,Maladies Infectieuses
176,Polyclinique El Rapha,Gabon,Ogooué-Maritime,Pharmaceutiques,26.93,3685.1,Moyen,Incinération,2024-09-14,81.1,Oui,Carton DASRI,Non,CleanMed,Pharmacie
625,Hôpital Central de Yaoundé,Cameroun,Nord,Chimiques,255.71,27833.49,Moyen,Désinfection chimique,2024-07-05,166.78,Non,Sac rouge,Non,,Laboratoire
211,Hôpital Militaire d'Abidjan,Côte d'Ivoire,Abidjan,Pharmaceutiques,198.59,26941.62,Moyen,Incinération,2023-05-09,130.51,Oui,Fût,Non,CleanMed,Pharmacie
606,CHU de Libreville,Gabon,Woleu-Ntem,Organiques,256.13,5662.82,Faible,Enfouissement,2023-10-25,92.17,Partielle,Sac rouge,Non,Hopital Service,Restauration
488,Hôpital de Panzi,RDC,Kongo Central,Piqûres/Coupures,153.85,35300.98,Élevé,Incinération,2023-03-27,207.58,Oui,Sac rouge,Non,Hopital Service,Chirurgie
115,CHUD Borgou,Bénin,Zou,Infectieux,249.63,32204.59,Élevé,Autoclave,2024-11-26,130.51,Partielle,Carton DASRI,Non,SafeWaste,Maladies Infectieuses
57,Hôpital Gynéco-Obstétrique,Cameroun,Adamaoua,Organiques,259.12,5539.33,Faible,Enfouissement,2024-02-20,34.42,Partielle,Fût,Non,BioLogistics,Services Généraux
393,Hôpital de Zone de Ménontin,Bénin,Littoral,Chimiques,181.56,17752.1,Moyen,Désinfection chimique,2023-12-19,44.68,Non,Sac rouge,Non,Hopital Service,Maintenance
304,CHUD Ouémé-Plateau,Bénin,Zou,Organiques,335.7,7354.72,Faible,Enfouissement,2024-07-09,248.04,En attente,Carton DASRI,Non,CleanMed,Restauration
634,Clinique Biasa,Togo,Plateaux,Pharmaceutiques,150.4,23894.8,Moyen,Incinération,2023-07-05,79.67,Oui,Fût,Non,SafeWaste,Pharmacie
520,CHU de Yaoundé,Cameroun,Centre,Piqûres/Coupures,494.03,121402.22,Élevé,Incinération,2024-03-06,233.71,Partielle,Fût,Non,Hopital Service,Vaccination
644,CHR de Korhogo,Côte d'Ivoire,Gbêkê,Radioactifs,249.63,58507.06,Élevé,Incinération,2024-10-23,83.42,Oui,Sac rouge,Non,CleanMed,Radiologie
675,CHU de Libreville,Gabon,Woleu-Ntem,Piqûres/Coupures,37.38,4254.87,Élevé,Autoclave,2023-07-10,211.81,Oui,Fût,Oui,BioLogistics,Soins Intensifs
93,Hôpital Régional de Bafoussam,Cameroun,Centre,Infectieux,401.52,82917.46,Élevé,Incinération,2024-06-07,226.13,En attente,Sac jaune,Non,CleanMed,Chirurgie
37,Hôpital Régional de Kaolack,Sénégal,Kaolack,Chimiques,47.4,5165.59,Moyen,Désinfection chimique,2024-10-16,66.97,En attente,Fût,Non,Hopital Service,Maintenance
656,Hôpital de la Mère et de l'Enfant,Bénin,Atlantique,Piqûres/Coupures,45.21,9463.76,Élevé,Incinération,2024-12-28,5.79,Oui,Sac jaune,Non,CleanMed,Urgences
487,Hôpital de Panzi,RDC,Haut-Katanga,Organiques,138.42,2744.96,Faible,Enfouissement,2023-04-06,120.43,,Sac rouge,Non,Hopital Service,Restauration
375,CHR de Daloa,Côte d'Ivoire,Lagunes,Chimiques,222.25,20574.25,Moyen,Désinfection chimique,2024-04-15,7.68,En attente,Conteneur rigide,Non,Hopital Service,Maintenance
247,Hôpital de la Paix de Ziguinchor,Sénégal,Diourbel,Piqûres/Coupures,445.24,99148.02,Élevé,Incinération,2023-08-21,225.45,En attente,Conteneur rigide,Non,BioLogistics,Chirurgie
517,CHR Dapaong,Togo,Centrale,Infectieux,303.28,35707.42,Élevé,Autoclave,2024-03-15,8.86,Non,Sac jaune,Non,CleanMed,Maladies Infectieuses
48,Hôpital Régional de Kaolack,Sénégal,Dakar,Pharmaceutiques,135.64,18857.58,Moyen,Incinération,2023-05-10,207.96,En attente,Conteneur rigide,Non,Hopital Service,Pharmacie
591,Hôpital Principal de Dakar,Sénégal,Thiès,Piqûres/Coupures,397.31,90087.45,Élevé,Incinération,2023-11-02,46.03,Partielle,Fût,Non,SafeWaste,Soins Intensifs
574,CHR Tsévié,Togo,Savanes,Radioactifs,312.08,71815.32,Élevé,Incinération,2023-02-19,160.33,En attente,Conteneur rigide,Non,SafeWaste,Oncologie
539,Hôpital de Panzi,RDC,Nord-Kivu,Piqûres/Coupures,478.0,106816.42,Élevé,Incinération,2024-07-11,30.92,Partielle,Conteneur rigide,Non,EcoTrans,Chirurgie
212,CHU de Cocody,Côte d'Ivoire,Haut-Sassandra,Chimiques,457.63,41808.53,Moyen,Désinfection chimique,2023-05-25,204.56,Non,Sac jaune,Non,SafeWaste,Laboratoire
235,CHR Lomé Commune,Togo,Plateaux,Pharmaceutiques,209.46,29526.76,Moyen,Incinération,2024-07-09,130.51,Partielle,Fût,Non,SafeWaste,Pharmacie
318,Clinique Autel d'Elie,Togo,Savanes,Pharmaceutiques,249.63,41165.0,Moyen,Incinération,2023-12-16,229.68,Oui,Conteneur rigide,Non,CleanMed,Oncologie
647,CHR de Korhogo,Côte d'Ivoire,Gbêkê,Piqûres/Coupures,249.63,55027.3,Élevé,Incinération,2024-01-20,240.36,Partielle,Carton DASRI,Non,SafeWaste,Chirurgie
397,CHR Tsévié,Togo,Centrale,Pharmaceutiques,139.13,21722.05,Moyen,Incinération,2023-01-02,171.72,Partielle,Carton DASRI,Non,EcoTrans,Pharmacie
565,CHR d'Oyem,Gabon,Woleu-Ntem,Piqûres/Coupures,174.29,19073.38,Élevé,Autoclave,2024-08-16,25.46,En attente,Sac rouge,Non,Hopital Service,Urgences
323,Hôpital Général de Douala,Cameroun,Ouest,Pharmaceutiques,402.65,57352.22,Moyen,Incinération,2023-10-23,217.84,Partielle,Carton DASRI,Non,BioLogistics,Soins Palliatifs
497,CHR de Port-Gentil,Gabon,Haut-Ogooué,Organiques,291.52,6076.18,Faible,Enfouissement,2024-08-01,21.16,,Conteneur rigide,Oui,BioLogistics,Restauration
578,Hôpital de la Paix de Ziguinchor,Sénégal,Dakar,Pharmaceutiques,198.17,29773.01,Faible,Incinération,2024-06-01,48.48,Oui,Conteneur rigide,Non,CleanMed,Pharmacie
681,Hôpital Laquintinie de Douala,Cameroun,Centre,Piqûres/Coupures,464.68,50745.37,Élevé,Autoclave,2024-09-16,174.48,,Conteneur rigide,Non,CleanMed,Chirurgie
332,Hôpital Général de Yaoundé,Cameroun,Adamaoua,Piqûres/Coupures,249.63,51959.56,Élevé,Incinération,2023-07-18,130.51,Non,Fût,Non,EcoTrans,Chirurgie
238,CHR de Franceville,Gabon,Estuaire,Infectieux,317.7,64720.13,Élevé,Incinération,2024-07-01,90.77,,Sac rouge,Non,,Urgences
160,Hôpital Général de Référence de Kinshasa,RDC,Haut-Katanga,Radioactifs,272.23,63375.5,Élevé,Incinération,2023-06-29,67.07,En attente,Carton DASRI,Non,SafeWaste,Radiologie
346,CHD Zou,Bénin,Borgou,Infectieux,249.63,28554.52,Élevé,Autoclave,2024-08-26,164.4,Partielle,Carton DASRI,Non,,Maladies Infectieuses
177,Clinique Ngaliema,RDC,Haut-Katanga,Chimiques,249.63,24801.99,Moyen,Désinfection chimique,2024-02-13,137.82,Non,Sac jaune,Non,Hopital Service,Laboratoire
246,Clinique Chambrier,Gabon,Haut-Ogooué,Radioactifs,249.63,58414.0,Élevé,Incinération,2023-11-17,11.29,Partielle,Carton DASRI,Non,SafeWaste,Radiologie
527,CHR de Franceville,Gabon,Estuaire,Pharmaceutiques,482.04,70678.15,Moyen,Incinération,2024-09-12,98.98,En attente,Conteneur rigide,Non,EcoTrans,Pharmacie
68,CHD Zou,Bénin,Atacora,Piqûres/Coupures,321.64,78499.45,Élevé,Incinération,2023-05-10,228.06,Partielle,Conteneur rigide,Non,BioLogistics,Chirurgie
306,Clinique de la Madeleine,Sénégal,Dakar,Chimiques,56.38,5346.14,Moyen,Désinfection chimique,2024-05-20,224.67,En attente,Fût,Non,CleanMed,Laboratoire
582,Clinique Autel d'Elie,Togo,Kara,Pharmaceutiques,114.65,15844.27,Moyen,Incinération,2023-01-22,116.91,En attente,Sac jaune,Non,,Pharmacie
698,CHU de Libreville,Gabon,Estuaire,Pharmaceutiques,36.82,5292.7,Moyen,Incinération,2024-02-05,196.35,,Sac rouge,Non,SafeWaste,Pharmacie
274,Clinique Ngaliema,RDC,Kinshasa,Infectieux,176.84,41910.26,Élevé,Incinération,2024-03-22,165.35,Oui,Sac jaune,Non,,Maladies Infectieuses
27,Hôpital Heal Africa,RDC,Sud-Kivu,Piqûres/Coupures,361.31,44826.86,Élevé,Autoclave,2023-04-14,130.51,Oui,Sac rouge,Non,,Chirurgie
345,Clinique Chambrier,Gabon,Estuaire,Pharmaceutiques,426.28,63349.26,Moyen,Incinération,2024-01-12,249.87,Oui,Carton DASRI,Non,BioLogistics,Pharmacie
380,Hôpital Régional de Garoua,Cameroun,Adamaoua,Organiques,249.63,4780.04,Faible,Enfouissement,2024-10-25,184.87,Partielle,Fût,Non,BioLogistics,Restauration
467,CHD Atacora,Bénin,Zou,Pharmaceutiques,61.16,8878.24,Faible,Incinération,2024-02-11,81.56,Oui,Sac rouge,Non,Hopital Service,Oncologie
639,Hôpital Régional de Saint-Louis,Sénégal,Diourbel,Pharmaceutiques,478.77,70764.48,Moyen,Incinération,2023-01-24,239.26,Oui,Carton DASRI,Non,BioLogistics,Oncologie
10,Clinique Mahouna,Bénin,Atlantique,Chimiques,178.34,16821.08,Moyen,Désinfection chimique,2024-03-03,120.6,En attente,Sac rouge,Non,,Laboratoire
392,Clinique Biasa,Togo,Kara,Radioactifs,127.94,28899.56,Élevé,Incinération,2023-01-30,76.66,Partielle,Conteneur rigide,Non,SafeWaste,Radiologie
662,CHR de Port-Gentil,Gabon,Ngounié,Pharmaceutiques,175.06,26863.63,Moyen,Incinération,2024-08-29,138.95,Oui,Sac jaune,Non,,Soins Palliatifs
92,Hôpital Sendwe (Lubumbashi),RDC,Nord-Kivu,Piqûres/Coupures,93.86,10705.97,Élevé,Autoclave,2024-12-24,137.99,Partielle,Sac rouge,Non,BioLogistics,Chirurgie
519,Hôpital Régional de Mouila,Gabon,Ogooué-Maritime,Radioactifs,109.73,26815.71,Élevé,Incinération,2023-05-29,58.78,Partielle,Conteneur rigide,Non,SafeWaste,Oncologie
685,CHR de Korhogo,Côte d'Ivoire,Lagunes,Piqûres/Coupures,238.74,48730.01,Élevé,Incinération,2024-11-28,29.48,Partielle,Carton DASRI,Non,CleanMed,Urgences
577,Hôpital d'Instruction des Armées Akanda,Gabon,Ogooué-Maritime,Piqûres/Coupures,101.45,23687.99,Élevé,Incinération,2023-06-18,130.51,Partielle,Fût,Non,Hopital Service,Chirurgie
6,CHU de Suru-Léré,Bénin,Zou,Chimiques,249.63,24738.85,Moyen,Désinfection chimique,2023-07-19,219.83,Non,Fût,Non,CleanMed,Laboratoire
123,Hôpital Laquintinie de Douala,Cameroun,Est,Piqûres/Coupures,32.26,3801.52,Élevé,Autoclave,2024-12-02,50.51,En attente,Sac jaune,Non,EcoTrans,Urgences
455,CHU de Bouaké,Côte d'Ivoire,Gbêkê,Infectieux,178.03,42194.58,Élevé,Incinération,2024-07-19,249.29,Partielle,Fût,Non,Hopital Service,Maladies Infectieuses
251,Hôpital Saint-Luc,Bénin,Zou,Organiques,429.23,8003.56,Faible,Enfouissement,2023-01-19,178.06,Non,Sac jaune,Non,,Services Généraux
4,Hôpital Aristide Le Dantec,Sénégal,Saint-Louis,Pharmaceutiques,400.24,55030.21,Moyen,Incinération,2024-08-23,240.7,Oui,Sac jaune,Oui,EcoTrans,Pharmacie
290,Hôpital de Panzi,RDC,Nord-Kivu,Piqûres/Coupures,347.38,70883.0,Élevé,Incinération,2023-10-14,36.76,En attente,Sac jaune,Non,CleanMed,Chirurgie
45,Hôpital Ndamatou,Sénégal,Diourbel,Radioactifs,302.14,65628.99,Élevé,Incinération,2023-05-03,165.67,,Carton DASRI,Non,BioLogistics,Radiologie
687,CHR de Daloa,Côte d'Ivoire,San-Pédro,Radioactifs,320.6,71611.87,Élevé,Incinération,2023-12-02,228.32,Oui,Carton DASRI,Non,EcoTrans,Radiologie
309,Hôpital Régional de Bertoua,Cameroun,Littoral,Piqûres/Coupures,432.42,101490.95,Élevé,Incinération,2024-04-14,113.47,En attente,Conteneur rigide,Non,EcoTrans,Soins Intensifs
604,Hôpital Général de Goma,RDC,Nord-Kivu,Infectieux,381.14,89025.67,Élevé,Incinération,2024-10-26,181.41,En attente,Sac rouge,Non,EcoTrans,Maladies Infectieuses
126,Hôpital Général de Yaoundé,Cameroun,Nord-Ouest,Pharmaceutiques,266.68,37370.46,Moyen,Incinération,2023-02-24,217.95,Oui,Fût,Non,SafeWaste,Pharmacie
368,Clinique Mahouna,Bénin,Atacora,Organiques,259.21,4884.6,Faible,Enfouissement,2024-07-21,27.98,Non,Sac jaune,Non,Hopital Service,Restauration
441,Centre Médical de Kinshasa,RDC,Lualaba,Chimiques,26.52,2806.78,Moyen,Désinfection chimique,2024-10-04,142.34,Non,Conteneur rigide,Non,Hopital Service,Laboratoire
420,Hôpital Aristide Le Dantec,Sénégal,Saint-Louis,Piqûres/Coupures,57.81,13197.79,Élevé,Incinération,2024-12-13,96.05,En attente,Sac rouge,Non,EcoTrans,Vaccination
227,Hôpital Ndamatou,Sénégal,Fatick,Pharmaceutiques,249.63,39271.4,Moyen,Incinération,2024-04-23,130.51,,Conteneur rigide,Non,Hopital Service,Pharmacie
130,CNHU Hubert Koutoukou Maga,Bénin,Ouémé,Pharmaceutiques,11.89,1869.15,Moyen,Incinération,2024-05-15,180.31,Oui,Fût,Non,EcoTrans,Oncologie
179,CHU de Yopougon,Côte d'Ivoire,Poro,Infectieux,130.05,16149.91,Élevé,Autoclave,2024-10-24,116.92,Partielle,Sac jaune,Non,,Chirurgie
528,CHU Kara,Togo,Centrale,Pharmaceutiques,192.72,26351.06,Moyen,Incinération,2023-09-12,83.11,Partielle,Carton DASRI,Non,SafeWaste,Oncologie
231,CHU de Cocody,Côte d'Ivoire,Haut-Sassandra,Infectieux,249.63,59030.11,Élevé,Incinération,2024-04-24,210.82,Partielle,Sac rouge,Non,Hopital Service,Laboratoire
157,Hôpital Régional de Bafoussam,Cameroun,Centre,Piqûres/Coupures,361.68,54171.53,Faible,Incinération,2023-07-31,11.38,Non,Conteneur rigide,Non,BioLogistics,Soins Intensifs
414,Clinique Boni,Bénin,Ouémé,Radioactifs,256.82,59954.55,Élevé,Incinération,2024-10-09,152.21,Oui,Fût,Non,EcoTrans,Radiologie
21,Hôpital de la Paix de Ziguinchor,Sénégal,Kaolack,Piqûres/Coupures,75.3,16808.24,Élevé,Incinération,2024-07-09,232.03,,Sac jaune,Non,Hopital Service,Chirurgie
442,Hôpital Gynéco-Obstétrique,Cameroun,Sud,Pharmaceutiques,129.55,19460.06,Moyen,Incinération,2024-04-24,57.61,Non,Fût,Non,EcoTrans,Pharmacie
452,Hôpital Régional de Kaolack,Sénégal,Fatick,Radioactifs,375.84,83372.79,Élevé,Incinération,2024-09-22,168.06,Partielle,Fût,Non,CleanMed,Radiologie
29,Clinique Boni,Bénin,Atacora,Piqûres/Coupures,249.63,59367.36,Élevé,Incinération,2023-01-21,130.51,Oui,Sac rouge,Non,CleanMed,Chirurgie
650,CHU de Cocody,Côte d'Ivoire,Poro,Organiques,376.96,8322.86,Faible,Enfouissement,2023-05-26,109.08,En attente,Sac rouge,Non,CleanMed,Maternité
214,Clinique Bonanjo,Cameroun,Littoral,Pharmaceutiques,79.82,11260.0,Moyen,Incinération,2024-08-10,84.92,Oui,Conteneur rigide,Non,SafeWaste,Oncologie
627,CHR Dapaong,Togo,Savanes,Chimiques,463.26,44896.32,Moyen,Désinfection chimique,2024-01-03,161.04,Non,Sac jaune,Non,Hopital Service,Laboratoire
220,CHR Dapaong,Togo,Savanes,Pharmaceutiques,139.18,18859.94,Moyen,Incinération,2024-10-19,121.38,Partielle,Conteneur rigide,Non,CleanMed,Pharmacie
207,CHUD Ouémé-Plateau,Bénin,Atlantique,Infectieux,396.63,48889.51,Élevé,Autoclave,2024-11-05,157.47,Partielle,Sac jaune,Non,,Urgences
149,CHU de Yaoundé,Cameroun,Sud,Piqûres/Coupures,76.47,18378.44,Élevé,Incinération,2023-01-25,222.78,Partielle,Conteneur rigide,Non,SafeWaste,Urgences
282,CHUD Ouémé-Plateau,Bénin,Atlantique,Pharmaceutiques,343.48,52133.56,Moyen,Incinération,2023-12-18,204.56,Oui,Carton DASRI,Non,Hopital Service,Pharmacie
371,Hôpital d'Instruction des Armées Akanda,Gabon,Ogooué-Maritime,Pharmaceutiques,217.86,35392.86,Moyen,Incinération,2023-07-25,245.58,En attente,Sac rouge,Non,SafeWaste,Pharmacie
315,Hôpital Régional de Bamenda,Cameroun,Littoral,Infectieux,21.97,5057.72,Élevé,Incinération,2023-10-19,40.43,Non,Sac rouge,Non,EcoTrans,Urgences
165,Hôpital Principal de Dakar,Sénégal,Diourbel,Pharmaceutiques,472.9,71276.44,Moyen,Incinération,2024-09-02,14.73,En attente,Sac jaune,Non,,Pharmacie
127,CHU de Libreville,Gabon,Ngounié,Piqûres/Coupures,206.14,46012.52,Élevé,Incinération,2024-02-17,223.68,,Carton DASRI,Non,SafeWaste,Urgences
626,Hôpital Roi Baudouin,Sénégal,Ziguinchor,Radioactifs,313.67,71487.14,Élevé,Incinération,2023-05-11,76.92,Non,Conteneur rigide,Non,CleanMed,Radiologie
389,Hôpital Général Idrissa Pouye,Sénégal,Kaolack,Piqûres/Coupures,253.63,59371.72,Élevé,Incinération,2024-12-05,94.18,En attente,Sac jaune,Non,EcoTrans,Chirurgie
218,Hôpital Militaire d'Abidjan,Côte d'Ivoire,San-Pédro,Chimiques,428.73,46582.82,Moyen,Désinfection chimique,2024-12-28,130.51,En attente,Carton DASRI,Non,CleanMed,Laboratoire
312,Clinique Casamance,Sénégal,Saint-Louis,Chimiques,488.42,47111.62,Moyen,Désinfection chimique,2024-04-15,15.64,Partielle,Sac rouge,Non,BioLogistics,Laboratoire
259,Clinique Universitaire de Kinshasa,RDC,Kongo Central,Pharmaceutiques,179.54,28219.48,Moyen,Incinération,2023-11-03,191.35,En attente,Sac jaune,Non,EcoTrans,Pharmacie
228,Hôpital Saint-Luc,Bénin,Littoral,Chimiques,249.63,23965.46,Moyen,Désinfection chimique,2023-05-03,100.97,Oui,Conteneur rigide,Non,BioLogistics,Maintenance
353,Hôpital d'Instruction des Armées Omar Bongo,Gabon,Woleu-Ntem,Radioactifs,18.3,4626.27,Élevé,Incinération,2023-03-08,222.96,Partielle,Fût,Non,SafeWaste,Oncologie
534,Hôpital Roi Baudouin,Sénégal,Ziguinchor,Piqûres/Coupures,378.35,84537.65,Élevé,Incinération,2024-12-22,44.36,Oui,Fût,Non,SafeWaste,Chirurgie
331,Hôpital Général de Référence de Kinshasa,RDC,Lualaba,Organiques,57.18,1130.32,Faible,Enfouissement,2023-03-03,19.4,Partielle,Sac jaune,Non,EcoTrans,Maternité
308,Hôpital Général de Yaoundé,Cameroun,Ouest,Piqûres/Coupures,230.72,50253.76,Élevé,Incinération,2024-01-01,204.56,Oui,Sac jaune,Non,Hopital Service,Chirurgie
373,CHU Kara,Togo,Plateaux,Pharmaceutiques,301.36,43371.65,Moyen,Incinération,2023-10-03,244.95,Partielle,Carton DASRI,Non,EcoTrans,Oncologie
96,CHU de Yopougon,Côte d'Ivoire,Haut-Sassandra,Piqûres/Coupures,67.61,13831.92,Élevé,Incinération,2023-05-19,43.16,Oui,Carton DASRI,Non,BioLogistics,Chirurgie
403,CHR Sokodé,Togo,Centrale,Piqûres/Coupures,141.06,15871.08,Élevé,Autoclave,2024-06-22,54.47,Partielle,Conteneur rigide,Non,EcoTrans,Urgences
593,CHU Sylvanus Olympio,Togo,Savanes,Organiques,438.67,8079.76,Faible,Enfouissement,2024-04-23,130.51,Oui,Sac rouge,Non,BioLogistics,Restauration
348,Hôpital Général de Douala,Cameroun,Est,Piqûres/Coupures,446.26,49787.05,Élevé,Autoclave,2024-05-11,133.01,Partielle,Sac jaune,Non,SafeWaste,Soins Intensifs
469,CNHU Hubert Koutoukou Maga,Bénin,Ouémé,Infectieux,34.16,8259.56,Élevé,Incinération,2023-07-20,210.76,Oui,Fût,Non,EcoTrans,Maladies Infectieuses
364,Hôpital Heal Africa,RDC,Lualaba,Organiques,334.93,6568.1,Faible,Enfouissement,2023-08-16,221.84,Non,Carton DASRI,Non,BioLogistics,Restauration
236,Centre de Santé de Mbour,Sénégal,Saint-Louis,Radioactifs,492.07,114869.61,Élevé,Incinération,2024-01-24,184.99,Non,Sac jaune,Non,EcoTrans,Radiologie
489,Hôpital du Cinquantenaire,RDC,Kinshasa,Piqûres/Coupures,394.7,86062.75,Élevé,Incinération,2024-08-03,100.03,,Fût,Non,SafeWaste,Soins Intensifs
664,CHU Campus,Togo,Centrale,Organiques,404.31,8146.82,Faible,Enfouissement,2024-04-03,201.36,Partielle,Fût,Non,CleanMed,Restauration
244,Hôpital Dogta-Lafiè,Togo,Centrale,Infectieux,280.32,30655.34,Élevé,Autoclave,2023-09-22,91.3,En attente,Fût,Non,CleanMed,Maladies Infectieuses
95,CHR de San-Pédro,Côte d'Ivoire,Lagunes,Chimiques,242.0,24248.68,Moyen,Désinfection chimique,2024-07-15,130.51,Partielle,Sac rouge,Non,CleanMed,Oncologie
432,Polyclinique Sainte-Anne,Cameroun,Ouest,Organiques,453.9,9661.3,Faible,Enfouissement,2024-03-08,205.08,Oui,Sac jaune,Non,SafeWaste,Restauration
221,Hôpital de Bè,Togo,Plateaux,Chimiques,491.78,53088.06,Moyen,Désinfection chimique,2024-05-11,82.7,,Sac rouge,Non,EcoTrans,Maintenance
339,CHR Dapaong,Togo,Centrale,Pharmaceutiques,299.58,46969.23,Moyen,Incinération,2024-10-24,42.56,En attente,Fût,Non,,Soins Palliatifs
700,Clinique Ngaliema,RDC,Haut-Katanga,Radioactifs,121.72,29287.28,Élevé,Incinération,2024-10-20,82.03,Partielle,Conteneur rigide,Oui,,Oncologie
357,Hôpital Militaire d'Abidjan,Côte d'Ivoire,Haut-Sassandra,Radioactifs,261.2,56048.15,Élevé,Incinération,2024-12-09,35.49,Oui,Carton DASRI,Non,Hopital Service,Oncologie
341,Hôpital Ndamatou,Sénégal,Thiès,Pharmaceutiques,150.66,23362.99,Moyen,Incinération,2023-10-22,90.6,Non,Sac jaune,Non,,Oncologie
